tid,views,replies
221312,173,4
221314,1185,10
221315,106,8
221318,346,3
221322,265,2
221323,335,31
221328,577,8
221327,643,6
221339,175,5
221340,1686,11
221341,106,5
221350,395,10
221353,192,2
221355,1209,120
221356,700,44
221360,14876,99
221362,310,1
221363,148,1
221367,304,4
221366,218,1
221372,201,5
221373,1215,50
221324,3336,25
221374,548,17
221321,1165,38
221401,151,3
221405,114,10
221406,413,4
221408,189,3
221409,139,13
221410,183,8
221411,131,8
221413,132,2
221415,254,2
221417,1987,3
221419,178,5
221420,208,2
221421,307,5
221422,213,8
221423,309,3
221424,373,12
221425,4020,34
221429,295,6
221430,3817,1
221434,442,18
221439,789,37
221440,237,3
221441,132,4
221442,419,3
221444,18757,54
221445,927,4
221446,258,1
221447,903,24
221448,118,4
221450,921,7
221452,1245,2
221454,335,2
221459,351,2
221460,398,10
221461,361,9
221462,383,6
221464,202,2
221463,288,5
221465,515,5
221466,301,39
221467,465,21
221468,923,21
221471,217,4
221472,1264,29
221474,261,8
221480,1287,1
221483,3141,61
221485,216,4
221487,165,4
221489,308,5
221491,148,3
221498,1332,13
221501,158,4
221502,154,1
221295,863,40
221504,329,10
221505,462,36
221506,221,1
221508,451,2
221509,1865,9
221510,659,3
221511,197,4
221513,297,7
221514,341,6
221515,463,15
221520,638,4
221522,150,1
221523,248,3
221525,286,2
221526,127,2
221528,2075,15
221530,292,1
221538,350,7
221539,112,6
221540,1358,3
221543,432,5
221544,164,4
221546,189,13
221548,256,3
221550,221,5
221551,106,2
221555,145,3
221556,150,11
221557,554,4
221558,123,4
221559,565,22
221560,378,14
221562,897,9
221564,845,2
221570,283,11
221573,229,4
221574,305,9
221575,467,35
221576,146,30
221577,1001,47
221582,155,5
221583,288,2
221584,194,9
221585,306,4
221587,472,3
221588,394,13
221589,547,11
221590,112,2
221592,131,5
221593,217,25
221594,148,4
221595,141,3
221597,134,10
221599,239,3
221601,203,3
221602,374,5
221611,184,23
222323,974,1
221619,180,8
221622,340,6
221624,367,26
221630,207,2
221632,154,5
221637,4998,12
221638,307,4
221639,111,4
221644,728,10
221645,110,2
221649,235,6
221650,182,7
221652,101,5
221653,165,4
221654,121,6
221655,331,12
221657,6850,42
221660,217,1
221661,225,1
221662,186,2
221665,154,6
221668,222,4
221669,5044,42
221670,356,3
221676,367,38
221677,121,2
221681,588,10
221682,131,2
221683,335,2
221685,338,3
221686,504,11
221692,501,10
221694,602,11
221697,1385,7
221709,959,19
221711,663,2
221714,107,6
221722,140,21
221731,164,8
221737,272,5
221742,757,12
221750,263,3
221751,437,11
221757,101,4
221760,1360,7
221761,330,15
221764,128,2
221769,23150,19
221771,1858,17
221772,293,3
221773,621,11
221776,308,3
221777,168,3
221781,2297,33
221784,1532,6
221786,886,1
282268,7242,6
221791,974,90
221794,520,5
221802,235,8
221808,717,9
221819,275,7
221835,344,14
221839,650,9
221850,680,2
221853,256,29
221856,1342,4
221858,107,1
221861,147,9
221866,341,13
221881,612,11
221882,240,7
221889,1368,37
221909,199,16
221923,263,40
221925,520,14
221929,527,10
221937,120,1
221943,419,5
221949,786,14
221961,304,8
221965,223,2
221980,243,20
221989,300,6
221994,2897,18
221998,224,1
221999,488,17
222001,289,4
222009,1221,8
222019,959,4
222023,681,6
222045,555,22
222054,177,3
222055,497,10
222058,102,2
222062,186,14
222063,234,2
222070,832,11
222071,108,9
222073,114,2
222077,1001,56
222091,794,65
222102,311,21
222103,273,2
222115,186,4
222130,964,18
222140,1405,18
222146,260,2
222150,121,11
222141,221,2
222166,205,8
222167,135,6
222170,637,21
222175,357,10
222177,211,7
222179,223,8
222181,215,6
222183,165,6
222185,3711,64
222187,206,12
222188,167,2
222195,119,3
222197,198,5
222198,167,7
222199,363,3
222206,270,4
222208,118,4
222209,116,33
222212,163,3
222213,193,4
222214,235,6
222221,142,20
222227,174,5
222228,753,1
222232,437,14
222234,780,1
222238,175,10
222243,226,8
222244,329,14
222245,652,5
222247,322,1
222248,338,2
222249,600,22
222250,1420,4
222254,286,13
222256,238,7
222257,349,5
222258,319,4
222259,245,16
222260,244,3
222261,10200,10
222262,1751,7
222264,171,10
222265,1427,122
222268,738,5
222269,132,6
222270,137,6
222271,196,3
222272,224,15
222273,214,1
222274,763,12
222275,289,15
222276,349,4
222280,151,3
222281,1379,7
222282,441,19
222283,995,10
222284,648,1
222285,169,2
222290,111,19
222293,324,20
222294,945,2
222295,361,29
222301,186,2
222305,180,8
222307,170,11
222308,281,9
222311,1192,18
222312,303,11
282269,1393,3
222321,715,10
222322,145,4
282270,1733,7
222324,218,1
222325,383,2
222326,230,10
222327,587,5
222329,2478,6
222330,117,1
222331,216,7
222332,1194,2
222334,1625,4
222335,2248,7
222336,416,6
222337,3129,15
222338,2061,69
222339,297,8
222340,867,3
222341,484,7
222342,253,2
222344,617,12
222345,362,10
222348,170,1
222349,102,1
222352,672,25
222355,154,16
222360,284,3
222362,340,9
222363,1548,2
222364,449,8
222365,297,22
222367,494,4
222368,342,2
222369,227,3
222370,293,5
222371,284,2
222372,613,14
222374,269,1
222591,115,1
222376,318,5
222377,1042,1
222378,57441,24
222381,131,2
222383,2111,7
222384,262,11
222386,334,4
222387,204,3
222389,464,6
222391,183,1
222393,372,5
222397,131,2
222398,931,11
222399,248,2
222401,252,4
282272,3672,3
222407,199,7
222409,205,5
222410,2424,18
222411,132,4
222413,4384,12
222414,249,8
222415,9100,15
222417,327,2
222419,288,21
222420,148,1
222422,2120,96
222424,360,6
222425,218,4
222427,168,2
282273,2497,1
222428,188,3
222429,216,6
222430,188,2
222431,326,3
222432,187,1
222433,209,4
222434,157,3
222435,213,3
222436,464,2
222437,681,6
222438,325,11
222439,150,1
222440,322,12
222441,260,1
222442,289,6
222443,238,10
222445,123,8
222450,982,59
222455,228,1
222459,174,4
222460,10868,25
222463,5080,16
222464,386,1
222468,468,14
222470,1565,2
222471,210,3
222472,256,1
222475,1345,14
222476,510,9
222490,101,2
222492,676,15
222496,121,11
222499,350,7
222500,285,2
222505,104,1
222506,192,2
222508,332,8
222509,135,3
222511,134,1
222512,185,2
222515,396,1
222516,514,16
222517,121,7
222519,782,9
222520,537,4
222522,479,21
222528,1160,7
222530,431,1
222531,615,50
222533,1348,8
282275,2070,1
222535,123,7
222540,1410,115
222543,269,4
282276,1385,1
222547,206,4
222551,105,2
222559,283,10
222561,150,2
222562,785,9
222563,391,9
222564,1375,63
222565,305,13
222566,218,7
222571,272,5
222573,260,8
222580,162,6
222581,646,2
222593,915,7
222595,637,52
222597,1321,4
222600,1101,8
222603,141,19
222604,202,7
222605,441,5
222608,184,4
222610,154,4
222611,170,6
222612,274,8
222630,343,10
222635,187,14
222640,102,3
222646,221,11
222649,802,5
222650,316,2
222657,1688,31
222671,6651,15
222672,380,5
222675,911,16
222679,128,3
222684,412,9
222625,168,2
222685,76372,419
222691,2657,65
222694,461,1
222698,1853,58
222699,791,10
222700,420,4
222711,2494,12
222712,1148,12
222715,1813,8
222718,231,2
222730,345,17
282277,1920,7
222740,211,8
222741,376,6
222742,527,7
222744,182,2
222761,525,2
222763,259,26
222765,321,2
222769,471,39
222770,494,18
222772,710,9
222774,377,8
222777,395,4
222778,265,4
222779,206,4
222781,229,5
222783,142,1
222784,183,5
222787,1347,7
222789,672,2
222794,201,2
222795,170,6
223629,233,4
222797,321,15
222799,268,2
222803,160,4
222804,376,7
222805,125,11
222806,268,5
222808,3086,7
222809,707,4
222810,1174,10
222814,373,3
222815,117,1
222817,1030,10
222818,110,3
222819,1902,28
222820,232,23
222825,436,7
222826,2409,2
222828,766,5
222829,642,18
222830,258,7
222831,223,3
222835,227,8
222838,213,5
222840,146,4
222844,316,5
222850,290,5
222857,179,6
222861,106,5
222865,104,4
222868,1085,10
222873,139,2
222874,1442,144
222875,214,3
222876,291,2
222879,549,52
222880,380,4
222884,195,2
222885,253,9
222886,255,1
222895,1085,7
222897,173,9
222900,883,72
222908,1776,34
222911,137,2
222912,819,74
222917,401,3
222918,611,11
222919,595,22
222925,325,3
222928,168,1
222950,1236,30
222969,163,20
222970,396,8
222971,387,1
222977,294,2
222978,136,5
222979,500,4
222980,198,2
222984,291,4
222985,261,10
222986,162,7
222987,428,5
222983,874,3
222994,389,1
222995,290,4
222997,336,20
222998,483,5
222999,649,16
223003,229,3
223004,210,1
223005,149,4
282278,2236,4
223007,548,18
223009,324,6
223012,5837,152
223013,119,16
223014,568,8
223025,101,14
223048,510,26
223055,880,2
223063,172,17
223077,725,11
223080,300,1
223110,229,4
223083,254,9
223088,144,6
282279,1373,1
223096,802,4
223102,305,7
282280,1367,1
223104,282,8
223109,494,3
223111,2900,74
223120,216,1
223137,990,17
223138,386,12
223144,358,2
223168,9628,36
223170,1194,13
223171,1821,15
223183,3771,360
223185,20379,30
223186,215,2
223187,130,1
223188,441,12
223189,2575,20
223197,101,8
223202,218,3
223205,1496,79
223208,145,3
223209,163,3
223216,106,9
223219,837,32
223229,103,11
223231,845,14
223233,225,6
223234,358,3
223236,180,8
223237,256,5
223238,244,6
223240,156,3
223242,469,7
223243,4791,4
223244,146,1
223249,496,5
223253,145,2
223257,123,6
223263,139,1
223266,2174,60
223271,413,12
223282,979,3
223285,177,3
223286,248,2
223288,330,6
223292,175,7
223294,133,7
223296,518,22
223298,922,7
223302,975,6
223304,203,5
223313,585,34
223595,292,6
223322,305,2
223326,197,7
223329,122,2
223334,182,2
223340,144,3
223341,192,4
223342,586,57
223355,232,16
223358,370,7
223375,282,3
223378,379,3
223381,127,16
223395,434,2
223404,112,2
223410,146,3
223413,454,8
223422,217,12
223426,420,3
223433,3131,15
223436,419,3
223440,308,1
223443,468,5
223452,531,3
223460,122,9
223465,317,8
223472,244,1
223474,101,3
223479,256,3
223488,168,5
223491,313,2
223493,462,13
223495,1964,5
223496,474,40
223498,2216,4
223502,701,7
223504,421,3
223511,515,6
223514,227,1
223515,322,2
223516,1089,53
223517,290,5
223600,152,4
223519,613,33
223520,290,3
223521,181,2
223524,1799,31
223478,1277,14
223527,839,24
223531,267,9
223535,252,15
223536,408,3
223541,828,3
224301,340,10
223544,487,9
223552,294,10
223553,293,2
223554,195,4
223555,258,14
223557,292,1
223558,164,12
282281,1603,1
223561,302,6
223567,776,5
223571,1146,8
223578,130,4
223579,704,5
223589,668,17
223590,151,8
223593,105,5
223596,541,9
223597,976,7
223598,253,6
223604,196,4
223605,165,4
223607,246,2
223608,144,8
223609,235,7
223610,190,5
223612,310,5
223619,258,6
223621,194,3
223630,260,1
223631,868,89
223639,3447,11
223644,316,2
223648,1738,14
223650,377,4
223651,221,1
223652,347,4
223655,1811,14
223659,184,3
223665,1336,63
282282,2023,1
223672,532,14
223673,196,1
223675,705,2
223697,221,3
223698,203,7
223702,1267,57
223703,368,30
223704,219,7
223708,363,12
223711,175,8
223712,369,5
223714,1199,16
223715,174,8
223716,108,4
223717,5444,1
223722,658,7
223723,966,50
223728,721,13
223739,199,6
223744,612,27
223775,138,2
223784,127,8
223786,742,10
223789,355,2
223792,1613,10
223799,602,25
223800,581,33
223801,227,3
282283,1878,5
223810,796,6
223815,179,6
223816,427,2
223818,151,3
223819,434,3
223705,1528,72
223821,491,10
223825,332,7
223837,139,1
223847,203,2
223848,197,1
223862,1133,4
223865,294,1
282284,1484,1
223883,238,3
223898,231,3
223906,248,9
223925,492,21
223788,1852,76
223934,138,5
223966,241,2
223968,503,3
223975,103,7
223976,186,6
223978,288,4
223982,962,78
224006,3085,27
224013,209,10
224015,116,3
224016,119,2
224017,684,1
224021,170,4
282285,2009,2
224026,142,6
224036,341,5
223710,172,12
224039,169,5
224046,136,1
224063,194,9
224068,172,5
224081,414,12
224086,179,7
224089,383,3
224088,816,19
224094,191,4
224096,1168,5
224097,279,3
224098,1112,11
224100,160,5
224101,315,7
224104,454,11
224108,1227,55
224119,647,1
224127,284,3
224128,244,5
224131,363,4
224136,104,2
224144,373,18
224146,6346,33
224147,181,13
224148,180,4
224150,403,14
224117,787,45
224179,503,27
224222,132,5
224230,244,5
224231,152,2
224237,1269,66
224238,314,3
224239,261,6
224240,280,7
224241,498,5
224242,435,13
224245,1458,10
224246,134,5
224247,132,1
224267,504,9
224286,595,10
224295,112,3
224294,249,7
224298,226,2
224300,524,3
224307,1165,11
224309,337,11
224314,285,7
224319,546,2
224320,603,4
224323,187,5
224327,426,11
224328,487,5
224333,1459,3
224342,300,10
224345,628,5
224346,222,5
224353,113,3
224356,788,13
224357,301,5
224361,137,3
224364,2077,27
224365,227,5
224369,307,5
224373,157,1
224374,208,3
224375,460,8
224377,256,17
224378,1299,51
224380,187,4
224381,219,11
224382,321,8
224383,918,1
224384,1049,8
224385,352,10
224388,263,1
224393,233,3
224395,603,14
224396,107,8
224397,1090,41
224405,438,8
224408,128,2
224412,997,39
224414,877,12
224436,408,4
224453,124,2
224462,3798,124
224463,532,12
224469,1004,2
224474,704,2
224476,218,3
224477,292,5
224479,285,7
224482,239,2
224496,201,3
224499,295,2
224502,2411,100
224512,182,11
224515,361,2
224516,108,6
224518,188,7
224519,247,6
224513,3157,58
224520,170,6
224521,410,9
224524,1745,98
224525,238,1
224529,180,3
224530,532,12
224532,171,2
224536,954,16
224537,194,4
224540,471,2
224544,288,6
225265,147,1
224547,1224,27
224548,666,1
224549,187,1
224550,161,1
224552,263,6
224553,191,4
224554,200,3
224555,370,4
224557,250,8
224560,238,5
224562,262,5
224559,803,49
224565,452,5
224566,136,6
224568,137,6
224570,1120,6
224580,148,1
224581,387,1
224595,130,5
224599,323,3
224607,238,2
224608,130,1
224613,266,2
224615,279,7
223886,1250,14
224621,119,2
224623,152,2
224625,351,10
224626,828,13
224627,368,5
224631,192,1
224630,154,2
224632,294,5
224633,249,4
224634,108,4
224635,425,16
224637,152,3
224638,623,38
224641,580,12
224643,212,3
224646,47687,47
224647,955,9
224649,397,6
224651,454,7
224658,1938,21
224662,198,4
224664,166,3
224668,171,1
224672,180,3
224676,1338,3
224679,1181,1
224680,410,14
224684,664,11
224691,652,20
224692,284,17
224696,283,9
224705,263,4
224707,223,3
224708,214,1
224709,235,3
224710,170,3
224711,427,11
224741,176,1
224755,119,1
224763,472,11
224765,244,13
224774,181,4
224778,1128,2
224780,249,5
224786,679,8
224792,134,2
224796,181,7
224798,208,1
224799,445,13
224807,247,5
224810,597,4
224811,159,3
224812,158,24
224813,355,7
224818,1263,10
224820,180,8
224837,653,5
224840,490,25
224841,241,8
224842,776,23
224852,281,8
224853,356,7
224857,304,5
224858,118,4
224860,362,10
224863,112,4
224887,171,2
224896,189,6
224897,871,1
224898,135,4
224899,1859,40
235258,1047,12
224902,6598,244
224906,341,4
224907,465,8
224910,919,25
224911,572,18
224912,525,17
282286,1425,1
224914,449,9
224915,560,7
224916,146,20
224921,223,2
224935,341,7
224946,2446,99
224952,147,14
224960,208,1
224965,168,6
224971,187,5
224972,623,2
224974,683,12
224978,259,2
224989,543,8
224991,168,3
224993,158,8
224994,306,5
225005,1156,1
225007,167,7
225009,103,5
225014,292,12
225018,170,2
225176,108,1
225020,269,1
225012,931,43
225021,230,2
225022,1194,61
225023,2040,20
225024,109,1
225025,207,3
225032,718,21
282287,1747,3
225038,673,5
225050,110,4
225052,155,6
225054,208,5
225056,831,4
225057,368,5
225059,192,8
223977,29418,76
225061,280,14
225063,242,1
225069,227,5
225071,286,1
225073,225,5
225077,299,14
225080,213,6
225081,213,4
225083,260,3
225087,155,5
225092,440,23
225098,732,25
225100,219,2
225101,191,2
225102,429,4
225103,239,4
225107,467,2
225108,782,8
225115,127,4
225116,352,15
225121,529,1
225125,419,9
225167,383,1
225168,181,1
225170,105,1
225171,237,3
225173,484,4
225174,850,7
225175,286,5
225177,534,4
225179,176,2
225180,1124,19
225189,527,15
225191,432,2
225192,5585,158
225199,507,5
225200,365,1
225215,1139,47
225226,166,2
234154,151,3
225233,986,1
225238,139,15
225240,233,15
225241,1812,38
225245,698,4
225260,206,1
225266,5163,70
225267,8187,340
225272,1062,22
225274,404,1
282288,1525,1
225277,161,6
225278,283,2
225280,1560,110
225281,3394,159
225282,112,8
225287,540,23
225291,223,1
225292,417,3
225293,355,4
225298,314,5
225302,381,5
225303,2203,66
225304,178,3
225306,249,2
225307,400,11
225309,808,1
225310,284,2
225312,263,8
225314,345,4
225316,106,6
225317,375,2
225319,594,6
225320,106,5
225325,120,5
225328,383,7
225332,785,4
225337,277,2
225338,143,4
225342,129,2
225349,3674,35
225357,767,14
225359,222,1
225360,249,5
225361,102,1
225362,301,6
225363,243,5
225364,273,5
225366,1613,8
225367,268,6
225368,273,4
225370,108,5
225372,199,5
225373,158,5
225374,274,4
225375,291,1
225379,117,2
225384,1249,5
225385,197,12
225386,227,3
225387,5512,9
225389,373,1
225391,529,11
225392,200,5
225393,248,5
225394,201,7
225395,200,8
225396,268,3
225397,2870,14
225399,214,7
225401,232,6
225403,660,4
225406,1363,42
225408,621,10
225411,587,9
225412,832,4
225409,249,11
225416,123,2
225421,301,2
225422,490,6
225423,296,2
225427,292,3
225428,6808,57
225429,8993,14
282289,1501,1
225435,454,9
225436,393,6
225437,275,4
225440,607,5
225442,720,6
225461,382,3
225458,149,1
225462,152,7
225463,176,9
225465,275,3
225466,481,11
225468,269,3
225469,124,5
225470,236,3
225473,106,2
225501,31671,106
225503,557,10
225505,870,1
225507,927,6
225510,1250,1
225536,302,10
282290,4790,10
225538,763,1
225540,747,2
225542,2657,6
225548,2481,9
225561,307,1
225570,3929,2
225575,2258,37
225581,143,5
282291,1613,1
225589,447,12
225597,953,55
225598,119,6
225604,252,11
225611,426,12
225614,312,14
225624,260,6
225632,166,9
225635,892,14
225637,530,3
225638,145,4
225644,335,7
225647,179,13
225648,152,1
225651,103,6
225657,147,6
225659,857,5
225661,301,5
225673,332,2
225688,283,2
225692,410,26
225706,413,2
225712,469,4
225715,283,12
225719,280,1
225720,712,16
225721,189,2
225722,284,2
225723,237,2
225733,5727,16
226088,334,1
225734,851,1
225737,356,5
225738,252,1
225739,244,1
225744,375,3
225746,1660,26
225747,619,3
225749,186,2
225751,426,2
225754,185,2
225757,272,1
225770,2531,43
225774,1645,2
225775,379,3
225776,162,1
225778,317,1
225779,132,1
225781,113,3
225784,459,8
225789,837,11
225790,144,1
225792,385,2
225793,207,6
225796,693,2
225798,102,6
225800,332,5
225809,119,5
225811,125,2
225823,647,12
225825,236,1
225829,224,7
225830,219,8
225834,166,8
225841,2626,48
225843,112,5
225861,321,6
225863,795,15
225868,245,6
225872,1112,11
225801,3794,32
225876,104,2
225877,366,7
225885,170,4
225886,173,10
225888,3538,6
225891,391,13
225900,896,1
225901,124,2
282292,1945,1
225909,285,6
225911,177,4
226076,292,1
225918,231,4
225919,278,4
225921,271,3
225924,677,5
225926,153,2
225929,124,2
225954,260,5
225955,187,4
225966,170,6
225971,700,1
225998,152,4
226000,158,8
226008,122,8
226025,703,1
226036,187,10
226040,505,2
226053,1857,61
226071,389,4
226087,322,10
226090,904,11
226093,206,8
226096,147,5
226097,172,3
226099,1376,45
226102,3436,117
226108,1978,8
226110,351,1
226112,192,5
226115,578,7
226116,1191,19
226128,747,7
226129,293,6
226130,131,6
226127,3218,24
226136,197,4
226150,162,1
226154,105,1
226161,282,7
226168,102,4
226170,397,6
226171,426,9
226173,266,4
226175,143,5
226177,1458,11
226178,249,4
226180,106,2
226181,451,2
226184,393,4
226185,142,7
226186,770,1
226188,7654,4
226189,216,7
226193,224,1
226195,440,20
226196,110,4
226198,918,4
226200,276,4
226201,169,2
226204,1800,2
226205,774,1
226206,206,4
226207,4773,307
226208,264,8
226209,154,5
226212,223,3
226214,859,10
226215,302,21
226216,154,5
226219,127,1
226221,181,6
226224,562,5
226225,581,6
226226,141,3
226228,253,5
226230,194,3
226241,1873,10
226244,1360,10
226245,1210,2
226246,171,3
226262,1567,20
226263,790,26
226264,118,5
226265,122,1
226267,268,1
226270,104,2
226274,177,5
226275,198,4
226276,164,9
226277,242,3
226278,198,4
226285,117,12
226286,179,18
226289,352,2
226290,187,2
226291,808,1
226316,109,2
226321,185,6
226323,1035,2
226296,263,9
226329,61893,23
226335,254,6
226336,194,1
226339,289,1
226341,285,3
226342,150,1
226345,246,3
226346,414,4
226347,368,18
226348,328,2
226349,339,4
226350,823,64
226359,201,2
226364,494,5
226369,110,8
226370,762,6
226374,130,9
226376,259,4
226377,1344,6
226382,178,14
226384,365,4
226387,327,2
226407,257,5
226408,310,2
226410,185,1
226411,183,5
226413,195,6
226414,704,12
226415,577,32
226416,125,3
226417,163,11
226418,4479,24
226419,111,26
226421,116,5
226422,6849,134
226427,103,6
226429,106,3
226434,1544,6
226440,293,13
226442,722,18
226449,326,5
226454,4584,54
226455,599,5
226457,296,11
226467,220,3
226469,2081,18
226470,478,14
226485,229,28
226488,371,4
226489,225,5
226491,195,6
226493,157,3
226494,261,4
226498,428,2
226499,250,5
226501,256,11
226502,268,2
226507,377,1
226513,339,7
226517,407,5
226519,107,9
226520,286,2
226361,428,13
282293,1763,1
226525,147,16
226533,188,1
226535,1323,6
226538,106,8
226539,123,3
226545,185,3
226551,862,10
226553,305,9
226554,190,5
226576,2143,39
226577,190,3
226579,197,6
226584,288,10
226587,196,10
226591,777,8
282294,1670,1
226602,552,9
226606,111,14
226610,178,2
226613,154,1
226623,197,2
226626,849,1
226627,200,10
226629,1799,6
226632,520,7
223776,376,12
226640,9061,76
226641,147,10
226642,791,4
226639,487,11
226644,369,2
226646,608,32
226648,282,4
226650,257,5
226659,119,3
226660,147,6
226662,427,3
226664,269,7
226666,388,1
226683,129,4
226692,144,8
226696,355,6
226698,435,5
226699,621,2
226700,181,3
226703,227,2
226705,234,4
226710,140,4
226711,457,4
226713,570,8
226706,420,14
282295,1545,1
226716,522,3
226722,300,11
226726,1803,10
226736,132,12
226742,299,8
226749,327,9
282296,1775,1
226764,194,2
226766,153,4
226780,138,2
226782,183,5
226784,813,1
226785,102,3
226787,176,4
226789,203,3
282297,1637,1
226792,1207,10
226794,933,24
226796,451,3
226797,531,15
226799,698,8
226801,108,5
226802,145,3
226803,137,3
226804,173,7
226805,168,15
226807,141,2
226811,648,1
226813,440,2
226814,147,6
226815,188,7
226816,501,4
226818,214,4
226824,720,10
226825,170,1
226826,471,1
226827,729,11
226833,518,3
226835,251,1
282298,1850,3
226840,273,15
226842,188,34
226841,286,2
226844,438,3
226846,149,2
226847,910,11
226848,316,1
226849,380,2
226870,770,4
226871,370,2
226872,225,12
226879,655,2
226880,1642,45
226881,461,8
226892,130,1
226895,116,7
226897,160,1
226901,627,10
226909,141,2
226911,184,3
226914,294,7
226927,598,22
226934,203,8
226938,143,2
226942,594,9
226943,234,6
226944,638,1
226948,243,3
226949,842,19
226950,533,11
226951,108,5
226953,140,5
226955,1411,6
226956,2121,31
226954,857,16
226974,914,12
227019,126,1
227032,202,1
227039,2953,75
227048,421,16
227061,316,2
227067,42305,106
227070,596,2
227073,130,3
227074,669,19
227076,137,4
227079,3002,5
227080,162,1
227081,446,15
227082,299,1
227092,190,2
227255,551,21
227096,290,2
227101,411,3
227102,187,1
227104,257,3
227105,1169,2
227106,1932,141
227109,104,10
227110,209,4
227114,200,3
227117,396,12
227119,163,4
227124,702,11
227141,102,10
227168,745,4
227170,291,5
227171,158,7
227173,201,12
227176,330,15
227177,201,5
227178,158,3
227180,141,3
227181,114,2
227184,307,2
227185,224,4
227186,258,13
227188,139,3
227189,135,5
227190,337,3
227191,144,8
227192,1087,46
227195,1192,38
227196,404,1
227197,246,4
227199,160,5
227201,152,6
227202,175,10
227209,165,4
227210,186,2
227211,481,10
227215,1031,3
227218,134,3
227219,191,1
227220,685,4
227224,151,4
282299,1718,1
227227,241,6
227230,529,1
227231,715,12
227236,677,37
227237,252,1
227240,4411,32
227241,956,5
227242,315,10
227245,137,4
227252,217,3
227253,996,19
227256,481,20
227257,506,3
227214,16551,53
227260,357,14
227263,355,16
227265,1363,23
227272,231,1
227282,119,2
227301,326,4
227324,220,3
227332,146,5
227338,329,1
227344,1220,3
227345,122,5
227348,142,4
227349,134,2
227351,601,14
227353,726,13
227357,336,2
227358,1060,15
227359,4903,4
227360,272,6
227421,1381,17
227441,1981,85
227459,351,5
227475,2712,147
227476,597,25
227490,1708,20
227506,1204,7
227507,65914,1567
227521,292,21
227523,309,1
227534,194,4
227568,125,13
227570,115,17
226271,2953,88
227578,3100,20
227601,2202,75
227603,312,6
227605,136,18
227613,738,23
227626,984,12
227627,413,4
227629,208,4
227632,147,16
227633,132,20
227636,204,2
227638,1970,35
227641,194,21
227642,218,4
227646,253,1
227649,169,3
227654,293,7
227659,452,22
227661,262,4
227662,403,9
227669,183,3
227673,291,3
227675,374,6
227678,3000,61
227681,114,1
227686,232,21
227687,652,36
227688,156,2
227689,244,3
227690,279,4
227695,143,4
227697,588,5
227698,241,1
227700,169,5
227701,138,16
227704,516,2
227706,187,7
227708,679,3
282300,1705,1
227713,1005,4
227714,125,10
227715,408,2
227716,1213,32
227717,299,7
227722,1180,21
227727,167,1
227733,113,2
227735,878,1
227742,452,14
227744,363,2
227746,158,6
227747,237,2
227748,243,2
227749,589,1
227262,1847,40
227752,353,6
227754,308,12
227757,208,3
227765,679,16
227767,180,4
227769,204,3
227770,229,9
227771,167,6
227773,165,6
227774,226,1
227779,135,7
227783,359,7
227786,188,5
227790,342,3
227791,297,8
227792,288,7
227794,153,13
227798,120,11
227802,153,11
227805,222,15
227808,115,5
227810,115,3
227811,104,8
227812,108,4
227813,453,24
227815,164,8
227817,891,16
227818,116,3
227819,183,8
227820,472,8
227821,198,6
227825,516,8
227832,130,6
227833,365,11
227834,124,1
227835,549,10
227836,253,5
227838,102,8
227839,371,1
227840,3645,95
227845,186,4
227846,276,3
227848,225,4
227852,350,1
227853,173,8
227854,409,2
227855,910,9
227856,835,13
227858,149,4
227860,525,2
227862,591,8
227863,818,4
227864,214,24
227865,1470,23
227866,1693,39
227867,133,3
227868,206,2
227869,402,8
227871,346,1
282302,2219,1
227881,193,2
227885,212,3
227890,471,13
227891,219,4
227892,978,37
227893,117,3
227894,151,4
227895,268,3
227896,388,6
227897,110,3
227898,320,4
227899,274,15
227903,545,6
227904,991,1
227906,1237,21
227907,296,23
227908,1287,20
227909,355,3
227911,385,17
227913,1684,49
227914,130,3
227915,415,8
227919,588,3
227927,168,2
227928,3701,33
227930,249,4
227931,612,2
227932,1527,23
227933,639,1
227934,324,5
227935,638,6
227939,651,5
227940,498,2
228031,167,5
227941,319,1
227949,438,6
227950,164,2
227951,224,3
227952,251,3
227954,188,5
227956,133,1
227958,278,9
227960,282,8
227962,285,9
227963,258,9
227965,206,8
227966,1216,10
227967,1311,8
227971,159,9
227972,175,6
227974,495,14
227975,189,5
227976,1082,8
227977,246,13
227978,486,2
227979,352,10
227984,216,2
227988,461,6
227991,432,13
227992,1668,8
227998,409,4
228004,332,1
228006,164,2
228008,235,6
228009,280,12
228011,252,3
228012,251,6
228013,330,15
228020,111,4
228022,248,2
228025,162,2
228029,348,6
228030,546,4
228033,125,3
228034,683,2
228035,388,9
228039,1057,11
228040,242,2
228042,296,4
228043,469,6
228044,1149,2
228045,1439,40
228046,1132,19
228048,283,9
228047,378,12
228050,893,13
228055,684,28
228057,1412,205
228063,105,7
228065,256,1
228070,201,2
228072,301,5
228078,715,10
228090,149,6
228099,108,3
228101,339,42
228113,213,1
228128,268,9
228130,278,3
228136,334,8
228143,166,3
228157,134,4
228171,613,20
228172,338,4
228176,828,30
228178,175,3
228177,549,37
228194,632,14
228195,249,8
228203,2080,63
228208,429,12
228209,418,13
228210,1094,22
228218,274,2
228223,121,6
228225,429,1
228226,450,3
228231,133,4
228234,2132,65
228235,377,4
228236,441,7
228238,292,21
228242,352,8
228246,374,10
228247,515,46
228259,134,3
228265,209,1
228274,243,3
228277,322,7
