tid,views,replies
224544,288,6
225265,147,1
224547,1225,27
224548,666,1
224549,187,1
224550,161,1
224551,82,5
224552,263,6
224553,191,4
224554,200,3
224555,370,4
224556,30,3
224557,250,8
224558,69,3
224560,238,5
224561,26,2
224562,262,5
224559,803,49
224564,31,1
224565,452,5
224566,136,6
224567,37,1
224568,137,6
224569,59,3
224570,1120,6
224571,48,3
224573,48,2
224575,52,1
224576,37,1
224577,45,7
224579,39,4
224580,148,1
224581,388,1
224583,62,1
224586,36,2
224587,51,2
224588,44,1
224589,44,2
224590,46,3
224591,56,7
224592,67,1
224593,47,1
224595,130,5
224599,323,3
224600,42,2
224601,25,1
224602,40,2
224603,35,1
224604,41,2
224605,43,1
224607,238,2
224608,130,1
224609,28,2
224610,49,8
224613,266,2
224615,279,7
223886,1250,14
224619,39,8
224620,29,2
224621,119,2
224623,152,2
224624,51,5
224625,351,10
224626,828,13
224627,368,5
224629,47,8
224631,192,1
224630,154,2
224632,294,5
224633,249,4
224634,108,4
224635,425,16
224636,49,6
224637,152,3
224638,623,38
224641,580,12
224642,25,2
224643,212,3
224644,37,4
224645,54,13
224646,47688,47
224647,955,9
224648,57,4
224649,397,6
224650,59,6
224651,454,7
224654,37,4
224656,24,2
224658,1939,21
224662,198,4
224664,166,3
224665,43,8
224666,40,8
224667,30,2
224668,171,1
224672,180,3
224673,68,4
224675,61,3
224676,1338,3
224679,1181,1
224680,410,14
224681,21,1
224683,79,6
224684,664,11
224687,36,2
224688,49,8
224690,58,12
224691,652,20
224692,284,17
224694,51,1
224695,47,1
224696,283,9
224699,92,4
224701,39,2
224702,67,2
224703,46,4
224704,14,1
224705,263,4
224707,223,3
224708,214,1
224709,235,3
224710,170,3
224711,427,11
224716,24,1
224717,26,2
224722,32,4
224725,22,2
224729,53,4
224730,80,7
224731,37,2
224733,32,2
224735,54,6
224737,53,2
224738,98,4
224740,32,2
224741,176,1
224744,40,2
224749,48,5
224753,37,2
224755,119,1
224756,68,2
224762,69,2
224763,472,11
224764,33,1
224765,244,13
224769,28,1
224771,28,2
224772,38,4
224773,93,4
224774,181,4
224776,25,2
224778,1128,2
224780,249,5
224781,24,2
224786,679,8
224792,134,2
224794,37,2
224796,181,7
224797,32,6
224798,208,1
224799,445,13
224801,25,2
224802,45,4
224807,247,5
224808,27,4
224810,597,4
224811,159,3
224812,158,24
224813,355,7
224814,31,2
224818,1263,10
224819,20,2
224820,180,8
224822,30,2
224824,22,4
224826,36,1
224827,26,2
224828,24,2
224829,28,3
224830,30,2
224832,34,3
224837,653,5
224840,490,25
224841,241,8
224842,776,23
224850,60,1
224851,65,4
224852,281,8
224853,356,7
224854,2,1
224855,45,6
224856,47,4
224857,304,5
224858,118,4
224859,28,1
224860,362,10
224861,42,2
224863,112,4
224864,23,2
224868,33,1
224869,22,2
224870,20,2
224871,57,5
224875,35,4
224879,29,4
224887,171,2
224888,37,5
224889,39,1
224890,27,1
224893,38,4
224894,50,1
224896,189,6
224897,871,1
224898,135,4
224899,1859,40
235258,1047,12
224902,6598,244
224904,74,7
224906,341,4
224907,465,8
224909,55,6
224910,919,25
224911,572,18
224912,525,17
224913,36,2
282286,1425,1
224914,449,9
224915,561,7
224916,146,20
224918,22,1
224920,51,2
224921,223,2
224934,39,2
224935,341,7
224944,80,6
224946,2446,99
224952,147,14
224956,43,1
224960,208,1
224963,45,1
224965,168,6
224967,43,4
224968,66,2
224969,29,3
224970,27,3
224971,187,5
224972,623,2
224974,683,12
224975,30,2
224978,259,2
224979,30,3
224980,50,7
224982,61,1
224983,41,6
224985,63,9
224986,42,8
224987,31,1
224989,543,8
224990,33,2
224991,168,3
224993,158,8
224994,306,5
224995,35,1
224998,31,1
225004,25,1
225005,1156,1
225007,167,7
225008,40,3
225009,103,5
225010,44,1
225014,292,12
225015,91,5
225018,170,2
225019,43,1
225176,108,1
225020,269,1
225012,931,43
225021,230,2
225022,1194,61
225023,2041,20
225024,109,1
225025,207,3
225026,39,2
225028,82,8
225032,718,21
282287,1747,3
225035,78,11
225036,80,2
225037,37,6
225038,673,5
225039,39,6
225045,79,1
225047,30,2
225048,69,3
225049,74,5
225050,110,4
225051,37,2
225052,155,6
225053,50,10
225054,208,5
225056,831,4
225057,368,5
225059,192,8
223977,29418,76
225061,280,14
225063,242,1
225064,27,2
225065,84,2
225066,29,2
225067,32,2
225069,227,5
225070,58,6
225071,286,1
225072,35,2
225073,225,5
225074,39,3
225076,34,2
225077,299,14
225078,42,2
225079,37,1
225080,213,6
225081,213,4
225082,33,2
225083,260,3
225084,75,6
225085,40,2
225086,81,10
225087,155,5
225089,80,8
225092,440,23
225098,732,25
225099,66,7
225100,219,2
225101,191,2
225102,429,4
225103,239,4
225106,66,2
225107,467,2
225108,782,8
225110,46,3
225113,43,2
225115,127,4
225116,352,15
225117,69,6
225119,41,8
225121,529,1
225122,58,1
225124,28,4
225125,420,9
225130,90,2
225136,35,2
225143,50,1
225144,83,5
225145,77,4
225146,84,3
225147,49,8
225149,75,2
225150,85,7
225153,38,4
225154,34,2
225155,70,3
225157,70,13
225158,63,5
225159,95,8
225160,61,3
225162,34,1
225163,79,4
225167,383,1
225168,181,1
225169,72,3
225170,105,1
225171,237,3
225172,89,11
225173,484,4
225174,850,7
225175,286,5
225177,534,4
225179,176,2
225180,1124,19
225183,46,1
225186,70,5
225187,65,2
225189,527,15
225190,85,2
225191,432,2
225192,5585,158
225193,32,1
225194,54,13
225195,45,8
225197,39,2
225198,51,1
225199,507,5
225200,365,1
225201,35,1
225202,35,1
225203,38,1
225204,34,1
225205,49,1
225206,22,1
225207,30,1
225211,31,1
225212,68,2
225215,1139,47
225217,65,3
225219,27,1
225220,86,6
225221,52,1
225222,91,8
225226,166,2
234154,151,3
225230,54,4
225232,35,3
225233,986,1
225238,139,15
225239,32,1
225240,233,15
225241,1812,38
225242,38,2
225245,699,4
225246,98,6
225249,78,7
225250,33,2
225254,30,4
225255,34,4
225256,30,2
225258,53,1
225260,206,1
225266,5163,70
225267,8188,340
225269,37,6
225272,1062,22
225273,42,2
225274,404,1
225275,27,4
282288,1525,1
225277,161,6
225278,283,2
225279,27,3
225280,1560,110
225281,3394,159
225282,112,8
225284,51,2
225286,35,2
225285,90,9
225287,540,23
225288,32,2
225291,223,1
225292,417,3
225293,355,4
225296,59,1
225298,314,5
225300,61,3
225301,77,5
225302,381,5
225303,2203,66
225304,178,3
225305,57,2
225306,249,2
225307,400,11
225308,55,1
225309,808,1
225310,284,2
225311,29,2
225312,263,8
225313,97,4
225314,345,4
225315,66,3
225316,106,6
225317,375,2
225319,594,6
225320,106,5
225321,34,6
225322,25,1
225323,63,3
225324,29,1
225325,120,5
225328,384,7
225332,785,4
225334,47,2
225336,44,2
225337,277,2
225338,143,4
225339,85,8
225340,71,6
225342,129,2
225347,56,2
225349,3674,35
225357,768,14
225359,222,1
225360,249,5
225361,102,1
225362,301,6
225363,243,5
225364,273,5
225366,1613,8
225367,268,6
225368,273,4
225370,108,5
225372,199,5
225373,158,5
225374,274,4
225375,291,1
225378,45,2
225379,117,2
225382,63,15
225383,66,4
225384,1249,5
225385,197,12
225386,227,3
225387,5512,9
225389,373,1
225390,85,1
225391,529,11
225392,200,5
225393,248,5
225394,201,7
225395,200,8
225396,268,3
225397,2871,14
225398,83,2
225399,214,7
225401,232,6
225402,62,2
225403,660,4
225404,38,2
225406,1363,42
225407,48,6
225408,621,10
225410,61,4
225411,587,9
225412,832,4
225409,249,11
225413,52,2
225414,52,3
225416,123,2
225421,301,2
225422,490,6
225423,296,2
225425,92,2
225426,88,1
225427,292,3
225428,6809,57
225429,8994,14
282289,1501,1
225431,35,2
225433,43,2
225435,454,9
225436,393,6
225437,275,4
225438,78,25
225439,67,2
225440,607,5
225441,97,2
225442,720,6
225443,66,3
225444,23,3
225446,34,2
225448,55,5
225449,75,2
225450,29,4
225451,45,4
225452,20,2
225454,72,2
225455,34,4
225457,36,2
225459,94,10
225460,38,8
225461,382,3
225458,149,1
225462,152,7
225463,176,9
225465,275,3
225466,481,11
225467,39,1
225468,269,3
225469,124,5
225470,236,3
225473,106,2
225475,29,2
225480,43,2
225481,23,1
225482,42,2
225483,28,1
225484,40,1
225487,45,2
225490,57,2
225491,64,8
225494,38,1
225495,64,8
225499,26,1
225501,31671,106
225502,34,1
225503,557,10
225504,27,2
225505,870,1
225506,30,4
225507,927,6
225508,27,2
225509,27,2
225510,1250,1
225511,61,4
225512,56,2
225513,44,1
225515,66,4
225520,64,10
225522,64,1
225523,66,2
225524,66,14
225525,38,2
225529,34,1
225530,67,2
225533,78,4
225534,30,2
225535,37,1
225536,302,10
225537,51,7
282290,4790,10
225538,763,1
225539,41,5
225540,747,2
225541,24,15
225542,2657,6
225543,38,1
225544,36,4
225545,74,13
225548,2481,9
225552,33,2
225554,36,2
225556,27,1
225557,100,1
225559,79,3
225561,307,1
225564,23,2
225565,25,1
225566,67,1
225568,56,2
225570,3930,2
225571,31,1
225572,34,1
225574,47,3
225575,2258,37
225577,27,1
225578,58,6
225579,37,4
225581,143,5
225582,40,1
282291,1613,1
225587,23,1
225589,447,12
225591,30,2
225595,28,1
225596,39,3
225597,953,55
225598,119,6
225599,30,2
225602,39,4
225603,20,1
225604,252,11
225606,97,1
225607,29,4
225608,23,2
225611,426,12
225613,20,3
225617,34,3
225614,312,14
225624,260,6
225629,35,1
225630,57,4
225631,95,1
225632,166,9
225634,40,2
225635,892,14
225637,530,3
225638,145,4
225639,25,1
225640,46,1
225644,335,7
225647,179,13
225648,152,1
225651,103,6
225652,33,1
225653,52,3
225654,71,4
225656,27,2
225657,147,6
225659,857,5
225660,42,1
225661,301,5
225663,25,2
225664,36,1
225665,57,2
225669,54,1
225671,25,2
225673,332,2
225674,33,2
225675,44,2
225688,283,2
225691,37,2
225692,410,26
225693,56,5
225694,27,2
225695,34,1
225698,36,2
225700,41,3
225701,26,1
225702,50,5
225703,44,1
225704,63,2
225705,37,2
225706,413,2
225707,37,3
225711,38,2
225712,469,4
225715,283,12
225716,69,4
225717,29,1
225719,280,1
225720,712,16
225721,189,2
225722,284,2
225723,237,2
225726,50,5
225728,43,1
225729,41,4
225731,63,3
225733,5728,16
226088,334,1
225734,851,1
225735,60,2
225736,38,4
225737,356,5
225738,252,1
225739,244,1
225740,89,6
225742,34,3
225744,375,3
225745,54,3
225746,1660,26
225747,619,3
225749,186,2
225750,47,1
225751,426,2
225752,36,2
225753,67,4
225754,185,2
225755,49,2
225757,272,1
225758,44,4
225760,57,2
225761,46,4
225762,35,2
225764,35,4
225765,50,8
225766,63,3
225767,48,1
225768,32,2
225769,91,4
225770,2532,43
225771,27,2
225773,48,5
225774,1645,2
225775,379,3
225776,162,1
225777,94,4
225778,317,1
225779,132,1
225780,27,1
225781,113,3
225783,38,3
225784,459,8
225788,31,1
225789,837,11
225790,144,1
225792,385,2
225793,207,6
225794,41,1
225795,81,16
225796,693,2
225798,102,6
225799,58,2
225800,332,5
225802,32,4
225803,27,2
225804,53,2
225805,37,2
225809,119,5
225810,36,4
225811,125,2
225812,31,1
225813,35,2
225816,30,2
225817,45,2
225818,57,3
225819,61,2
225822,66,3
225823,647,12
225825,236,1
225827,69,2
225828,22,1
225829,224,7
225830,219,8
225833,34,4
225834,166,8
225836,23,2
225841,2626,48
225843,112,5
225845,39,4
225858,71,2
225861,322,6
225863,795,15
225868,245,6
225872,1112,11
225801,3794,32
225875,41,2
225876,104,2
225877,366,7
225878,72,4
225882,73,2
225885,170,4
225886,173,10
225888,3539,6
225890,50,2
225891,391,13
225900,896,1
225901,124,2
225902,42,2
225905,43,3
282292,1945,1
225909,285,6
225910,57,6
225911,177,4
225912,67,4
226076,292,1
225915,35,2
225917,58,2
225918,231,4
225919,278,4
225920,31,2
225921,271,3
225923,27,4
225924,677,5
225926,153,2
225927,59,6
225929,124,2
225942,24,1
225950,77,2
225952,59,4
225953,75,4
225954,260,5
225955,187,4
225956,60,11
225961,68,5
225966,170,6
225971,700,1
225975,47,7
225976,29,1
225977,75,2
225978,75,4
225981,38,6
225985,27,1
225986,24,2
225988,39,1
225996,27,4
225997,56,1
225998,152,4
226000,158,8
226007,67,9
226008,122,8
226009,30,1
226010,37,2
226015,31,3
226018,55,1
226019,43,8
226023,23,1
226025,703,1
226032,28,3
226036,187,10
226040,505,2
226046,55,1
226052,26,2
226053,1857,61
226064,34,5
226065,23,3
226066,20,1
226071,389,4
226072,52,3
226075,51,1
226078,45,3
226082,57,1
226083,37,5
226087,322,10
226090,904,11
226093,206,8
226094,31,2
226095,77,5
226096,147,5
226097,172,3
226099,1376,45
226102,3436,117
226108,1978,8
226110,351,1
226111,33,2
226112,192,5
226115,578,7
226116,1192,19
226117,79,4
226118,55,2
226119,58,2
226120,61,3
226123,42,1
226125,50,4
226128,747,7
226129,293,6
226130,131,6
226131,27,4
226127,3220,24
226134,64,9
226135,39,5
226136,197,4
226137,39,1
226138,32,2
226139,21,4
226140,41,5
226141,36,3
226143,49,6
226148,72,5
226150,162,1
226154,105,1
226156,35,3
226158,48,2
226160,84,10
226161,282,7
226162,62,2
226165,49,2
226166,39,4
226167,41,2
226168,102,4
226169,99,6
226170,397,6
226171,426,9
226172,42,2
226173,266,4
226174,76,3
226175,143,5
226176,41,4
226177,1458,11
226178,249,4
226179,44,7
226180,106,2
226181,451,2
226183,47,4
226184,393,4
226185,142,7
226186,770,1
226187,63,7
226188,7654,4
226189,216,7
226191,75,2
226192,75,6
226193,224,1
226194,54,2
226195,440,20
226196,110,4
226198,918,4
226200,276,4
226201,169,2
226203,62,1
226204,1800,2
226205,774,1
226206,206,4
226207,4773,307
226208,264,8
226209,154,5
226210,69,1
226211,96,5
226212,223,3
226213,81,5
226214,859,10
226215,302,21
226216,154,5
226217,35,3
226218,29,2
226219,127,1
226220,80,2
226221,181,6
226224,562,5
226225,581,6
226226,141,3
226227,43,4
226228,253,5
226229,33,4
226230,194,3
226234,63,6
226235,24,2
226236,45,2
226237,45,6
226239,43,16
226241,1873,10
226242,43,4
226243,44,4
226244,1360,10
226245,1210,2
226246,171,3
226247,54,7
226248,27,2
226251,30,1
226252,34,3
226253,45,1
226254,21,1
226255,55,6
226256,42,6
226257,31,3
226258,91,6
226259,54,2
226261,61,4
226262,1567,20
226263,790,26
226264,118,5
226265,122,1
226267,268,1
226270,104,2
226272,30,4
226273,61,4
226274,177,5
226275,198,4
226276,164,9
226277,242,3
226278,198,4
226279,58,4
226280,43,4
226281,68,7
226282,76,6
226283,36,2
226285,117,12
226286,179,18
226289,352,2
226290,187,2
226291,808,1
226292,77,13
226293,34,3
226294,37,2
226295,32,1
226297,43,2
226298,46,4
226299,29,2
226300,82,1
226310,37,2
226312,73,5
226314,47,10
226315,46,1
226316,109,2
226317,76,7
226319,57,3
226321,185,6
226323,1035,2
226296,263,9
226324,31,2
226325,50,2
226326,66,2
226329,61893,23
226331,46,2
226333,28,2
226335,255,6
226336,194,1
226339,289,1
226340,36,2
226341,285,3
226342,150,1
226343,84,3
226344,40,2
226345,246,3
226346,414,4
226347,368,18
226348,328,2
226349,339,4
226350,823,64
226351,51,4
226353,59,2
226355,34,3
226357,85,6
226358,59,4
226359,201,2
226362,28,1
226364,494,5
226365,39,2
226366,41,2
226367,43,6
226368,53,6
226369,110,8
226370,762,6
226371,76,6
226372,47,3
226373,67,6
226374,130,9
226375,61,2
226376,259,4
226377,1344,6
226378,49,1
226379,52,2
226382,178,14
226383,43,1
226384,365,4
226385,79,3
226386,63,1
226387,327,2
226388,52,4
226390,29,2
226391,33,2
226394,40,4
226404,36,2
226405,34,2
226407,257,5
226408,310,2
226409,42,3
226410,185,1
226411,183,5
226412,45,1
226413,195,6
226414,704,12
226415,577,32
226416,125,3
226417,163,11
226418,4479,24
226419,111,26
226420,47,3
226421,116,5
226422,6849,134
226424,1,1
226425,35,5
226427,103,6
226429,106,3
226434,1544,6
226435,31,1
226437,75,1
226438,27,1
226439,34,1
226440,293,13
226442,722,18
226443,46,1
226444,66,2
226445,78,3
226446,43,1
226447,55,4
226448,49,4
226449,326,5
226450,31,4
226454,4585,54
226455,599,5
226456,32,2
226457,296,11
226458,41,6
226459,45,6
226461,65,4
226462,45,8
226463,37,1
226464,54,4
226465,99,14
226466,89,7
226467,220,3
226468,36,5
226469,2081,18
226470,478,14
226471,87,2
226472,80,5
226474,29,2
226477,26,4
226480,56,6
226484,54,2
226485,229,28
226486,31,4
226487,58,8
226488,371,4
226489,225,5
226490,82,1
226491,195,6
226493,157,3
226494,262,4
226497,42,1
226498,428,2
226499,250,5
226500,59,2
226501,256,11
226502,268,2
226504,34,4
226505,38,2
226506,27,2
226507,377,1
226510,93,8
226512,89,6
226513,339,7
226514,42,2
226515,37,4
226517,407,5
226518,33,4
226519,107,9
226520,286,2
226361,428,13
226523,84,8
282293,1763,1
226524,50,4
226525,147,16
226526,93,5
226527,80,4
226531,30,2
226533,188,1
226534,29,2
226535,1323,6
226537,41,4
226538,106,8
226539,123,3
226541,28,4
226542,61,1
226543,88,4
226544,57,4
226545,185,3
226546,45,2
226547,62,2
226550,28,2
226551,862,10
226553,305,9
226554,190,5
226555,27,3
226556,42,13
226558,21,2
226560,23,1
226562,39,2
226566,49,8
226572,34,1
226574,87,6
226576,2143,39
226577,190,3
226578,62,2
226579,197,6
226580,38,4
226581,33,4
226582,71,1
226583,74,8
226584,288,10
226586,32,2
226587,196,10
226588,43,2
226591,777,8
226594,45,2
226595,31,2
226596,29,2
226597,51,2
226598,59,3
282294,1670,1
226602,552,9
226603,46,8
226604,90,2
226605,97,2
226606,111,14
226610,178,2
226613,154,1
226615,54,2
226616,43,2
226618,53,6
226620,65,2
226621,38,2
226623,197,2
226625,62,8
226626,849,1
226627,200,10
226628,97,3
226629,1799,6
226631,36,1
226632,520,7
226633,48,2
226634,52,4
226635,94,4
226636,39,11
223776,376,12
226637,52,6
226638,81,6
226640,9061,76
226641,147,10
226642,792,4
226639,487,11
226643,38,3
226644,369,2
226645,61,2
226646,608,32
226647,43,2
226648,282,4
226650,257,5
226651,72,9
226655,63,3
226659,119,3
226660,147,6
226662,427,3
226663,28,2
226664,269,7
226665,59,2
226666,388,1
226668,52,6
226673,42,2
226674,37,2
226682,61,2
226683,129,4
226685,41,1
226686,47,4
226688,52,2
226691,38,5
226692,144,8
226693,54,1
226694,67,2
226695,39,4
226696,355,6
226697,75,4
226698,435,5
226699,621,2
226700,181,3
226703,227,2
226704,43,2
226705,234,4
226709,3,1
226710,140,4
226711,457,4
226713,570,8
226706,420,14
282295,1545,1
226716,522,3
226721,49,1
226722,300,11
226726,1803,10
226730,28,3
226732,29,1
226734,25,1
226736,132,12
226742,299,8
226744,83,1
226748,88,2
226749,327,9
226755,99,3
226756,45,2
226757,15,1
282296,1775,1
226760,28,2
226763,29,2
226764,194,2
226766,153,4
226767,66,4
226768,29,2
226774,31,2
226776,70,2
226777,32,1
226778,30,2
226779,66,2
226780,138,2
226781,80,2
226782,183,5
226783,74,3
226784,813,1
226785,102,3
226786,74,2
226787,176,4
226788,92,6
226789,203,3
282297,1637,1
226792,1207,10
226794,933,24
226796,451,3
226797,531,15
226799,698,8
226800,74,3
226801,108,5
226802,145,3
226803,137,3
226804,173,7
226805,168,15
226807,141,2
226808,78,2
226811,648,1
226812,50,2
226813,440,2
226814,147,6
226815,188,7
226816,501,4
226817,65,1
226818,214,4
226823,59,1
226824,720,10
226825,170,1
226826,471,1
226827,729,11
226830,43,1
226833,518,3
226835,251,1
226836,64,2
282298,1850,3
226840,273,15
226842,188,34
226843,46,6
226841,286,2
226844,438,3
226846,149,2
226847,910,11
226848,316,1
226849,380,2
226853,35,2
226854,30,1
226858,38,2
226859,62,3
226865,30,2
226866,40,3
226869,44,2
226870,770,4
226871,370,2
226872,225,12
226874,40,4
226875,31,2
226877,34,2
226878,47,2
226879,655,2
226880,1642,45
226881,461,8
226882,25,2
226886,39,2
226887,27,2
226888,34,2
226890,64,15
226892,130,1
226893,35,1
226895,116,7
226896,49,2
226897,160,1
226899,32,2
226901,627,10
226903,70,2
226905,28,1
226907,58,2
226908,34,1
226909,141,2
226911,184,3
226912,54,1
226913,29,1
226914,294,7
226917,35,1
226923,17,1
226925,21,1
226929,34,3
226927,598,22
226934,203,8
226938,143,2
226940,29,2
226942,594,9
226943,234,6
226944,638,1
226945,51,1
226946,51,1
226947,63,3
226948,243,3
226949,842,19
226950,534,11
226951,108,5
226952,49,2
226953,140,5
226955,1411,6
226956,2121,31
226954,857,16
226958,35,2
226969,20,2
226970,30,1
226972,18,1
226973,23,3
226974,914,12
226976,18,2
226977,55,2
226978,24,2
226980,42,1
226981,21,2
226983,22,2
226984,27,2
226986,24,1
226987,28,1
226989,28,2
226990,41,2
226991,39,2
227000,27,2
227004,28,2
227006,52,2
227007,56,1
227010,60,1
227011,37,4
227012,65,6
227019,126,1
227021,66,3
227024,25,2
227027,23,2
227028,42,4
227029,28,2
227030,34,4
227032,202,1
227034,62,1
227036,32,2
227039,2953,75
227042,23,2
227043,32,2
227046,46,2
227048,421,16
227051,37,4
227061,316,2
227063,30,4
227067,42305,106
227070,597,2
227071,32,4
227072,32,4
227073,130,3
227074,669,19
227075,38,3
227076,137,4
227079,3002,5
227080,162,1
227081,446,15
227082,299,1
227084,33,1
227088,34,2
227089,51,2
227091,34,2
227092,190,2
227094,28,2
227255,551,21
227096,290,2
227100,43,2
227101,411,3
227102,187,1
227103,43,2
227104,257,3
227105,1169,2
227106,1932,141
227107,50,2
227108,56,4
227109,104,10
227110,209,4
227111,60,3
227112,55,2
227114,200,3
227113,68,4
227115,62,8
227116,59,2
227117,396,12
227119,163,4
224770,44,1
227123,45,8
227124,702,11
227128,68,2
227129,44,4
227130,68,4
227131,83,6
227133,43,4
227135,59,9
227136,77,6
227137,27,2
227138,65,4
227139,37,7
227141,102,10
227142,52,8
227143,58,4
227150,66,4
227151,79,3
227153,35,2
227154,40,4
227156,96,2
227157,75,5
227159,78,5
227161,63,3
227163,39,2
227164,36,2
231627,85,1
227165,75,3
227166,60,9
227168,745,4
227169,34,2
227170,291,5
227171,158,7
227173,201,12
227174,62,4
227176,330,15
227177,201,5
227178,158,3
227179,48,2
227180,141,3
227181,114,2
227184,307,2
227185,224,4
227186,258,13
227188,139,3
227189,135,5
227190,337,3
227191,144,8
227192,1087,46
227193,10,2
227195,1192,38
227196,404,1
227197,246,4
227199,160,5
227200,45,2
227201,152,6
227202,175,10
227204,40,2
227209,165,4
231595,92,3
227210,186,2
227211,482,10
227212,53,2
227213,48,4
227215,1031,3
227216,22,1
227218,134,3
227219,191,1
227220,685,4
227223,37,1
227224,151,4
227225,48,3
282299,1718,1
227226,50,2
227227,241,6
227228,55,4
227229,31,4
227230,529,1
227231,715,12
227232,79,3
227233,74,2
227235,54,2
227236,677,37
227237,252,1
227238,38,1
227239,31,2
227240,4412,32
227241,956,5
227242,315,10
227243,46,5
227244,54,2
227245,137,4
227247,84,11
227251,29,1
227252,217,3
227253,996,19
227256,481,20
227257,506,3
227258,52,6
227214,16551,53
227260,357,14
227261,32,4
227263,355,16
227265,1363,23
227270,30,1
227272,231,1
227277,54,3
227280,19,2
227282,119,2
227290,25,2
227301,326,4
227316,22,2
227322,59,2
227324,220,3
227327,33,3
227329,32,2
227332,146,5
227333,26,1
227337,33,4
227338,329,1
227343,3,2
227344,1220,3
227345,122,5
227348,142,4
227349,134,2
227351,601,14
227353,726,13
227354,63,6
227357,336,2
227358,1060,15
227359,4903,4
227360,273,6
227361,29,2
227362,46,3
227365,35,1
227366,26,2
227367,37,1
227368,31,2
227370,35,3
227371,30,1
227372,32,6
227373,36,4
227374,29,1
227382,27,3
227385,32,2
227387,34,2
227388,21,1
227391,27,2
227393,37,5
227395,27,2
227402,42,8
227407,59,6
227408,92,2
227416,17,2
227421,1381,17
227428,40,4
227430,43,2
227431,32,4
227435,70,2
227437,50,2
227438,16,1
227440,30,2
227441,1981,85
227442,33,2
227447,28,2
227449,30,2
227450,29,2
227452,29,2
227453,28,2
227455,38,6
227456,38,4
227458,30,2
227459,351,5
227465,35,2
227468,33,2
227470,31,2
227472,38,2
227474,84,4
227475,2712,147
227476,597,25
227477,38,3
227478,28,2
227479,29,2
227481,40,3
227484,41,4
227485,24,3
227486,39,2
227488,36,2
227490,1708,20
227492,40,6
227495,24,2
227497,30,2
227499,26,3
227503,65,6
227504,46,2
227505,29,2
227506,1204,7
227507,65914,1567
227508,28,2
227509,43,3
227512,45,2
227513,28,2
227514,45,2
227515,36,8
227517,41,5
227518,38,2
227519,36,2
227466,58,10
227520,32,2
227521,292,21
227522,72,5
227523,309,1
227526,43,2
227528,41,2
227529,51,6
227531,49,3
227532,76,10
227533,26,1
227534,194,4
227536,35,2
227537,32,2
227539,72,2
227540,53,2
227544,38,2
227545,87,6
227546,20,2
227548,46,1
227550,29,5
227553,92,18
227554,20,1
227556,45,2
227557,37,2
227559,40,2
227561,17,2
227565,27,5
227566,49,5
227567,95,8
227568,125,13
227570,115,17
226271,2953,88
227578,3101,20
227579,39,2
227581,37,4
227584,23,2
227585,41,4
227586,41,4
227587,41,6
227590,59,10
227592,87,4
227593,48,2
227595,62,4
227596,18,2
227597,64,2
227598,34,4
227599,25,1
227601,2202,75
227603,312,6
227605,136,18
227606,68,6
227608,37,6
227611,73,2
227612,59,9
227613,738,23
227615,61,2
227616,43,8
227619,34,2
227621,35,4
227622,28,2
227623,43,2
227625,74,6
227626,984,12
227627,413,4
227629,208,4
227631,63,10
227632,147,16
227633,132,20
227634,32,2
227635,34,2
227636,204,2
227637,41,2
227638,1971,35
227639,74,2
227640,46,1
227641,194,21
227642,218,4
227643,37,4
227646,253,1
227648,32,3
227649,169,3
227650,33,5
227654,293,7
227655,67,12
227656,32,2
227657,29,2
227658,42,1
227659,452,22
227661,262,4
227662,403,9
227665,85,27
227666,21,1
227667,18,1
227669,183,3
227670,57,1
227671,38,9
227673,291,3
227675,374,6
227678,3000,61
227682,34,2
227683,55,3
227681,114,1
227685,82,1
227686,232,21
227687,652,36
227688,156,2
227689,244,3
227690,279,4
227691,37,3
227692,48,6
227694,48,1
227695,143,4
227697,588,5
227698,241,1
227699,43,6
227700,169,5
227701,138,16
227702,33,2
227703,42,5
227704,516,2
227705,71,5
227706,187,7
227707,22,1
227708,679,3
282300,1705,1
227709,44,4
227710,63,4
227712,69,8
227713,1005,4
227714,125,10
227715,408,2
227716,1213,32
227717,299,7
227718,49,2
227719,47,3
227720,62,4
227721,38,4
227722,1180,21
227723,65,4
227727,167,1
227729,43,3
227733,113,2
227734,54,1
227735,878,1
227737,72,8
227738,28,2
227739,39,1
227740,46,5
227741,82,1
227742,452,14
227743,36,2
227744,363,2
227745,48,6
227746,158,6
227747,237,2
227748,243,2
227749,589,1
227262,1848,40
227750,55,9
227751,41,1
227752,353,6
227753,59,11
227754,308,12
227755,27,2
227757,208,3
227758,40,8
227760,88,2
227762,55,11
227764,97,1
227765,679,16
227766,92,1
227767,180,4
227768,26,1
227769,204,3
227770,229,9
227771,167,6
227772,57,7
227773,165,6
227774,226,1
227776,77,23
227777,44,4
227779,135,7
227780,54,2
227781,33,2
227782,53,4
227783,359,7
227784,28,2
227785,32,4
227786,188,5
227787,12,3
227788,30,2
227790,342,3
227791,297,8
227792,288,7
227794,153,13
227796,74,4
227797,14,1
227798,120,11
227799,84,2
227802,153,11
227803,58,4
227804,72,2
227805,222,15
227808,115,5
227809,77,4
227810,115,3
227811,104,8
227812,108,4
227813,453,24
227814,82,2
227815,164,8
227816,40,1
227817,891,16
227818,116,3
227819,183,8
227820,472,8
227821,198,6
227822,36,4
227823,65,2
227824,58,4
227825,516,8
227827,36,2
227829,70,2
227830,91,4
227832,130,6
227833,365,11
227834,124,1
227835,549,10
227836,253,5
282301,41,1
